county,tract,cd109,cntyname,pop2k,afact109
42003,1114,14,Allegheny PA,1567,1
42003,1115,14,Allegheny PA,3683,1
42003,1201,14,Allegheny PA,1684,1
42003,1202,14,Allegheny PA,1632,1
42003,1203,14,Allegheny PA,2234,1
42003,1204,14,Allegheny PA,1274,1
42003,1207,14,Allegheny PA,1114,1
42003,1208,14,Allegheny PA,1328,1
42003,1301,14,Allegheny PA,2637,1
42003,1302,14,Allegheny PA,1885,1
42003,1303,14,Allegheny PA,1913,1
42003,1304,14,Allegheny PA,1734,1
42003,1306,14,Allegheny PA,3951,1
42003,1401,14,Allegheny PA,5538,1
42003,1402,14,Allegheny PA,2435,1
42003,1403,14,Allegheny PA,3422,1
42003,1404,14,Allegheny PA,2356,1
42003,1405,14,Allegheny PA,2304,1
42003,1406,14,Allegheny PA,3309,1
42003,1408,14,Allegheny PA,4383,1
42003,1410,14,Allegheny PA,1131,1
42003,1411,14,Allegheny PA,1378,1
42003,1413,14,Allegheny PA,4950,1
42003,1414,14,Allegheny PA,5174,1
42003,1501,14,Allegheny PA,1948,1
42003,1504,14,Allegheny PA,805,1
42003,1515,14,Allegheny PA,3386,1
42003,1516,14,Allegheny PA,2608,1
42003,1517,14,Allegheny PA,5224,1
42003,1603,14,Allegheny PA,1999,1
42003,1604,14,Allegheny PA,238,1
42003,1606,14,Allegheny PA,1453,1
42003,1607,14,Allegheny PA,584,1
42003,1608,14,Allegheny PA,2961,1
42003,1609,14,Allegheny PA,2181,1
42003,1702,14,Allegheny PA,3545,1
42003,1706,14,Allegheny PA,2046,1
42003,1803,14,Allegheny PA,3220,1
42003,1806,14,Allegheny PA,889,1
42003,1807,14,Allegheny PA,2349,1
42003,1809,14,Allegheny PA,2783,1
42003,1903,14,Allegheny PA,2159,1
42003,1911,14,Allegheny PA,2696,1
42003,1914,14,Allegheny PA,3061,1
42003,1915,14,Allegheny PA,2309,1
42003,1916,14,Allegheny PA,4661,1
42003,1917,14,Allegheny PA,3634,1
42003,1918,14,Allegheny PA,5818,1
42003,1919,14,Allegheny PA,2447,1
42003,1920,14,Allegheny PA,4111,1
42003,1921,14,Allegheny PA,56,1
42003,2016,14,Allegheny PA,530,1
42003,2017,14,Allegheny PA,495,1
42003,2018,14,Allegheny PA,3053,1
42003,2019,14,Allegheny PA,466,1
42003,2020,14,Allegheny PA,2954,1
42003,2021,14,Allegheny PA,595,1
42003,2022,14,Allegheny PA,2996,1
42003,2023,14,Allegheny PA,4540,1
42003,2107,14,Allegheny PA,2506,1
42003,2108,14,Allegheny PA,39,1
42003,2201,14,Allegheny PA,508,1
42003,2204,14,Allegheny PA,886,1
42003,2205,14,Allegheny PA,270,1
42003,2206,14,Allegheny PA,1938,1
42003,2304,14,Allegheny PA,2635,1
42003,2406,14,Allegheny PA,2540,1
42003,2412,14,Allegheny PA,1254,1
42003,2503,14,Allegheny PA,1262,1
42003,2507,14,Allegheny PA,973,1
42003,2509,14,Allegheny PA,1751,1
42003,2602,14,Allegheny PA,2772,1
42003,2607,14,Allegheny PA,1897,1
42003,2609,14,Allegheny PA,2526,1
42003,2612,14,Allegheny PA,1077,1
42003,2614,14,Allegheny PA,3293,1
42003,2615,14,Allegheny PA,1983,1
42003,2620,14,Allegheny PA,3040,1
42003,2701,14,Allegheny PA,2868,1
42003,2703,14,Allegheny PA,2129,1
42003,2704,14,Allegheny PA,3026,1
42003,2708,14,Allegheny PA,3053,1
42003,2715,14,Allegheny PA,3925,1
42003,2805,14,Allegheny PA,485,1
42003,2807,14,Allegheny PA,1447,1
42003,2808,14,Allegheny PA,1099,1
42003,2811,14,Allegheny PA,3093,1
42003,2812,14,Allegheny PA,1028,1
42003,2814,14,Allegheny PA,2571,1
42003,2815,14,Allegheny PA,1628,1
42003,2901,14,Allegheny PA,2191,1
42003,2902,14,Allegheny PA,4320,1
42003,2904,14,Allegheny PA,4174,1
42003,3001,14,Allegheny PA,4432,1
42003,3101,14,Allegheny PA,457,1
42003,3102,14,Allegheny PA,3671,1
42003,3103,14,Allegheny PA,937,1
42003,3204,14,Allegheny PA,2244,1
42003,3206,14,Allegheny PA,2419,1
42003,3207,14,Allegheny PA,1797,1
42003,4011,4,Allegheny PA,4642,1
42003,4012,4,Allegheny PA,3458,1
42003,4013,4,Allegheny PA,2834,1
42003,4020,4,Allegheny PA,3543,1
42003,4035,12,Allegheny PA,4993,1
42003,4040,4,Allegheny PA,524,0.3847
42003,4040,12,Allegheny PA,838,0.6153
42003,4050,4,Allegheny PA,1286,1
42003,4060,4,Allegheny PA,2504,1
42003,4070.01,4,Allegheny PA,4680,1
42003,4070.02,4,Allegheny PA,6883,1
42003,4080.01,4,Allegheny PA,4325,1
42003,4080.02,4,Allegheny PA,4906,1
42003,4090,4,Allegheny PA,7683,1
42003,4100,4,Allegheny PA,1149,1
42003,4110,4,Allegheny PA,5996,1
42003,4120.01,4,Allegheny PA,6501,1
42003,4120.02,4,Allegheny PA,4863,1
42003,4131,4,Allegheny PA,6773,1
42003,4132.01,4,Allegheny PA,3850,1
42003,4132.02,4,Allegheny PA,2715,1
42003,4133,4,Allegheny PA,5116,1
42003,4134,4,Allegheny PA,4584,1
42003,4135,4,Allegheny PA,5984,1
42003,4141.01,4,Allegheny PA,5612,1
42003,4141.02,4,Allegheny PA,5971,1
42003,4142,4,Allegheny PA,5943,1
42003,4150.01,4,Allegheny PA,4042,1
42003,4150.02,4,Allegheny PA,2767,1
42003,4160,4,Allegheny PA,1802,1
42003,4171,4,Allegheny PA,2400,1
42003,4172,4,Allegheny PA,1428,1
42003,4180,4,Allegheny PA,1899,1
42003,4190,4,Allegheny PA,3242,1
42003,4200,14,Allegheny PA,1550,1
42003,4211,4,Allegheny PA,3363,0.8013
42003,4211,14,Allegheny PA,834,0.1987
42003,4212,4,Allegheny PA,4659,1
42003,4220,4,Allegheny PA,5436,1
42003,4230,4,Allegheny PA,2960,1
42003,4240,14,Allegheny PA,3594,1
42003,4250,4,Allegheny PA,1187,0.3025
42003,4250,14,Allegheny PA,2737,0.6975
42003,4263,4,Allegheny PA,6194,1
42003,4264,4,Allegheny PA,4819,1
42003,4267,4,Allegheny PA,2664,1
42003,4268,4,Allegheny PA,5295,1
42003,4270,14,Allegheny PA,4028,1
42003,4271,4,Allegheny PA,5605,1
42003,4272,4,Allegheny PA,5180,1
42003,4281,14,Allegheny PA,1424,1
42003,4282,14,Allegheny PA,2432,1
42003,4291,4,Allegheny PA,2814,1
42003,4292.01,4,Allegheny PA,4463,1
42003,4292.02,4,Allegheny PA,4674,1
42003,4293,4,Allegheny PA,5889,1
42003,4294,4,Allegheny PA,4618,1
42003,4295,4,Allegheny PA,4274,1
42003,4296,4,Allegheny PA,3397,1
42003,4297,4,Allegheny PA,2422,1
42003,4301,4,Allegheny PA,2345,1
42003,4302,4,Allegheny PA,4932,1
42003,4311,14,Allegheny PA,3555,1
42003,4314,14,Allegheny PA,1822,1
42003,4315,14,Allegheny PA,3393,1
42003,4323,4,Allegheny PA,928,0.4005
42003,4323,14,Allegheny PA,1389,0.5995
42003,4324,14,Allegheny PA,2977,1
42003,4330,4,Allegheny PA,392,1
42003,4340,4,Allegheny PA,1917,1
42003,4350,4,Allegheny PA,2598,1
42003,4360,4,Allegheny PA,723,1
42003,4370,4,Allegheny PA,3086,1
42003,4380,4,Allegheny PA,652,1
42003,4390,4,Allegheny PA,1382,1
42003,4400,4,Allegheny PA,981,1
42003,4410,4,Allegheny PA,1039,1
42003,4420,4,Allegheny PA,236,1
42003,4430,4,Allegheny PA,78,1
42003,4440,4,Allegheny PA,566,1
42003,4455,4,Allegheny PA,3902,1
42003,4460,4,Allegheny PA,1730,1
42003,4470,4,Allegheny PA,1568,1
42003,4480,4,Allegheny PA,1232,1
42003,4490,18,Allegheny PA,2314,1
42003,4507,14,Allegheny PA,3402,1
42003,4508,14,Allegheny PA,2729,1
42003,4511.01,18,Allegheny PA,3591,1
42003,4511.02,18,Allegheny PA,5573,1
42003,4511.03,18,Allegheny PA,7178,1
42003,4513,18,Allegheny PA,5948,1
42003,4520,18,Allegheny PA,5145,1
42003,4530.01,18,Allegheny PA,8416,1
42003,4530.02,18,Allegheny PA,3838,1
42003,4540,18,Allegheny PA,415,1
42003,4550,18,Allegheny PA,1551,1
42003,4560.01,18,Allegheny PA,3082,1
42003,4560.03,18,Allegheny PA,4169,1
42003,4560.04,18,Allegheny PA,5020,1
42003,4571,18,Allegheny PA,1580,1
42003,4572,18,Allegheny PA,3761,1
42003,4580,18,Allegheny PA,5265,1
42003,4591.01,14,Allegheny PA,1779,1
42003,4591.02,18,Allegheny PA,5096,1
42003,4592.01,18,Allegheny PA,5414,1
42003,4592.02,18,Allegheny PA,738,1
42003,4600.01,14,Allegheny PA,4176,1
42003,4600.02,14,Allegheny PA,3328,1
42003,4610,4,Allegheny PA,514,0.4172
42003,4610,14,Allegheny PA,718,0.5828
42003,4621,14,Allegheny PA,2637,1
42003,4626,14,Allegheny PA,4069,1
42003,4639,14,Allegheny PA,2892,1
42003,4643,14,Allegheny PA,3712,1
42003,4644,14,Allegheny PA,3730,1
42003,4656,14,Allegheny PA,2826,1
42003,4658,14,Allegheny PA,3084,0.7948
42003,4658,18,Allegheny PA,796,0.2052
42003,4660,18,Allegheny PA,468,1
42003,4670,18,Allegheny PA,464,1
42003,4687,18,Allegheny PA,1984,1
42003,4688,18,Allegheny PA,2365,1
42003,4689,18,Allegheny PA,4040,1
42003,4690,18,Allegheny PA,4719,1
42003,4703,18,Allegheny PA,3805,1
42003,4704,18,Allegheny PA,3461,1
42003,4705,18,Allegheny PA,6643,1
42003,4706,18,Allegheny PA,3379,1
42003,4710,18,Allegheny PA,1225,1
42003,4721,18,Allegheny PA,2755,1
42003,4722,18,Allegheny PA,2390,1
42003,4723,18,Allegheny PA,2203,1
42003,4724,18,Allegheny PA,1957,1
42003,4731,18,Allegheny PA,4964,1
42003,4732,18,Allegheny PA,3432,1
42003,4733,18,Allegheny PA,5477,1
42003,4734.01,18,Allegheny PA,3768,1
42003,4734.02,18,Allegheny PA,3681,1
42003,4735,18,Allegheny PA,3619,1
42003,4736.01,18,Allegheny PA,3839,1
42003,4736.02,18,Allegheny PA,4237,1
42003,4741.01,18,Allegheny PA,3800,1
42003,4741.02,18,Allegheny PA,3502,1
42003,4742.01,18,Allegheny PA,2630,1
42003,4742.02,18,Allegheny PA,5368,1
42003,4742.03,18,Allegheny PA,4753,1
42003,4751.01,18,Allegheny PA,5037,1
42003,4751.02,18,Allegheny PA,1909,1
42003,4752,18,Allegheny PA,5080,1
42003,4753.01,18,Allegheny PA,4590,1
42003,4753.03,18,Allegheny PA,4291,1
42003,4753.04,18,Allegheny PA,5828,1
42003,4754.01,18,Allegheny PA,3719,1
42003,4754.02,18,Allegheny PA,3102,1
42003,4761,18,Allegheny PA,5083,1
42003,4762,18,Allegheny PA,3473,1
42003,4771,18,Allegheny PA,3694,1
42003,4772,18,Allegheny PA,4456,1
42003,4773,18,Allegheny PA,6294,1
42003,4781,18,Allegheny PA,4407,1
42003,4782,18,Allegheny PA,6059,1
42003,4790,18,Allegheny PA,2244,1
42003,4801.01,14,Allegheny PA,1276,0.2797
42003,4801.01,18,Allegheny PA,3286,0.7203
42003,4801.02,18,Allegheny PA,3297,1
42003,4802,14,Allegheny PA,3498,1
42003,4803,14,Allegheny PA,3321,1
42003,4804,14,Allegheny PA,4344,0.8164
42003,4804,18,Allegheny PA,977,0.1836
42003,4810,14,Allegheny PA,3970,1
42003,4825,14,Allegheny PA,2197,1
42003,4838,14,Allegheny PA,3569,1
42003,4843,14,Allegheny PA,3475,1
42003,4845,14,Allegheny PA,6263,1
42003,4846,14,Allegheny PA,2526,1
42003,4850,14,Allegheny PA,1338,1
42003,4867,14,Allegheny PA,2835,1
42003,4868,14,Allegheny PA,2174,1
42003,4869,14,Allegheny PA,2323,1
42003,4870,14,Allegheny PA,2015,1
42003,4881,14,Allegheny PA,2449,1
42003,4882,14,Allegheny PA,3848,1
42003,4883,14,Allegheny PA,2327,1
42003,4884,14,Allegheny PA,4903,1
42003,4885,14,Allegheny PA,3248,1
42003,4886,14,Allegheny PA,5689,1
42003,4890.01,18,Allegheny PA,4373,1
42003,4890.02,18,Allegheny PA,4024,1
42003,4900.02,18,Allegheny PA,5565,1
42003,4900.03,18,Allegheny PA,3558,1
42003,4900.04,18,Allegheny PA,5217,1
42003,4911.01,18,Allegheny PA,5132,1
42003,4911.02,18,Allegheny PA,2298,1
42003,4912,18,Allegheny PA,2236,1
42003,4927,14,Allegheny PA,2533,1
42003,4928,14,Allegheny PA,3117,1
42003,4929,14,Allegheny PA,2841,1
42003,4930,18,Allegheny PA,565,1
42003,4940,18,Allegheny PA,1609,1
42003,4950,12,Allegheny PA,740,0.1962
42003,4950,18,Allegheny PA,3031,0.8038
42003,4961.01,18,Allegheny PA,3257,1
42003,4961.02,14,Allegheny PA,1640,0.3579
42003,4961.02,18,Allegheny PA,2942,0.6421
42003,4962,18,Allegheny PA,6000,1
42003,4970,14,Allegheny PA,1218,1
42003,4980,14,Allegheny PA,2670,1
42003,4993,14,Allegheny PA,1729,1
42003,4994,14,Allegheny PA,3264,1
42003,5003,14,Allegheny PA,4228,1
42003,5010,14,Allegheny PA,1724,1
42003,5020,18,Allegheny PA,351,1
42003,5030.01,14,Allegheny PA,1034,0.5152
42003,5030.01,18,Allegheny PA,973,0.4848
42003,5030.02,14,Allegheny PA,355,0.0553
42003,5030.02,18,Allegheny PA,6070,0.9447
42003,5041,14,Allegheny PA,5746,1
42003,5044,14,Allegheny PA,4722,0.8779
42003,5044,18,Allegheny PA,657,0.1221
42003,5050,18,Allegheny PA,31,1
42003,5060,14,Allegheny PA,727,1
42003,5070,14,Allegheny PA,2343,1
42003,5080,14,Allegheny PA,2145,1
42003,5094,14,Allegheny PA,6076,1
42003,5100,14,Allegheny PA,2017,1
42003,5110,14,Allegheny PA,870,1
42003,5120,14,Allegheny PA,2733,1
42003,5128,14,Allegheny PA,1890,1
42003,5129,14,Allegheny PA,1787,1
42003,5138,14,Allegheny PA,2912,1
42003,5140,14,Allegheny PA,2315,1
42003,5151,14,Allegheny PA,3104,1
42003,5152,14,Allegheny PA,2245,1
42003,5153,14,Allegheny PA,2026,1
42003,5154,14,Allegheny PA,1645,1
42003,5155,14,Allegheny PA,633,1
42003,5161,14,Allegheny PA,1545,1
42003,5162,14,Allegheny PA,1766,1
42003,5170,14,Allegheny PA,1998,1
42003,5180.01,14,Allegheny PA,3558,1
42003,5180.02,14,Allegheny PA,3273,1
42003,5190,18,Allegheny PA,3566,1
42003,5200.01,18,Allegheny PA,3402,1
42003,5200.02,14,Allegheny PA,1335,0.3798
42003,5200.02,18,Allegheny PA,2180,0.6202
42003,5211,14,Allegheny PA,3246,0.6808
42003,5211,18,Allegheny PA,1522,0.3192
42003,5212,14,Allegheny PA,1054,0.2343
42003,5212,18,Allegheny PA,3444,0.7657
42003,5213.01,18,Allegheny PA,4118,1
42003,5213.02,14,Allegheny PA,755,0.1759
42003,5213.02,18,Allegheny PA,3536,0.824
42003,5214.01,18,Allegheny PA,2826,1
42003,5214.02,18,Allegheny PA,4140,1
42003,5215,18,Allegheny PA,4708,1
42003,5220,14,Allegheny PA,1997,0.5413
42003,5220,18,Allegheny PA,1692,0.4587
42003,5231,14,Allegheny PA,5067,1
42003,5232,14,Allegheny PA,4423,1
42003,5233,14,Allegheny PA,2161,0.4706
42003,5233,18,Allegheny PA,2431,0.5294
42003,5234,14,Allegheny PA,3313,0.6336
42003,5234,18,Allegheny PA,1916,0.3664
42003,5235.01,14,Allegheny PA,3711,0.7192
42003,5235.01,18,Allegheny PA,1449,0.2808
42003,5235.02,14,Allegheny PA,1703,1
42003,5236,14,Allegheny PA,2509,0.4755
42003,5236,18,Allegheny PA,2767,0.5245
42003,5237.01,14,Allegheny PA,4555,1
42003,5237.02,14,Allegheny PA,5718,1
42003,5238,14,Allegheny PA,2704,0.5317
42003,5238,18,Allegheny PA,2382,0.4683
42003,5240,14,Allegheny PA,3124,1
42003,5251,4,Allegheny PA,2200,1
42003,5252,4,Allegheny PA,2213,1
42003,5253,4,Allegheny PA,2498,1
42003,5261.01,4,Allegheny PA,6367,1
42003,5261.02,4,Allegheny PA,2082,1
42003,5262.01,4,Allegheny PA,3668,1
42003,5262.02,4,Allegheny PA,4955,1
42003,5263.01,4,Allegheny PA,4323,1
42003,5263.02,4,Allegheny PA,5545,1
42003,5509,14,Allegheny PA,2630,1
42003,5512,14,Allegheny PA,4399,1
42003,5513,14,Allegheny PA,2783,1
42003,5519,14,Allegheny PA,1789,1
42003,5520,14,Allegheny PA,3051,1
42003,5521,14,Allegheny PA,1589,1
42003,5522,14,Allegheny PA,1435,1
42003,5523,14,Allegheny PA,3077,1
42003,5524,14,Allegheny PA,3292,1
42003,5604,14,Allegheny PA,1770,1
42003,5605,14,Allegheny PA,2286,1
42003,5606,14,Allegheny PA,1636,1
42003,5610,14,Allegheny PA,1916,1
42003,5611,14,Allegheny PA,1414,1
42003,5612,14,Allegheny PA,1744,1
42003,5614,14,Allegheny PA,4775,1
42003,5615,14,Allegheny PA,3655,1
42005,9801,3,Armstrong PA,4902,1
42005,9802,3,Armstrong PA,2471,1
42005,9803,3,Armstrong PA,3792,1
42005,9804,3,Armstrong PA,2713,1
42005,9805,3,Armstrong PA,5455,1
42005,9806,3,Armstrong PA,3471,1
42005,9807,3,Armstrong PA,4040,1
42005,9808,3,Armstrong PA,2359,0.5364
42005,9808,12,Armstrong PA,2039,0.4636
42005,9809,12,Armstrong PA,5044,1
42005,9810,12,Armstrong PA,3451,1
42005,9811,12,Armstrong PA,4787,1
42005,9812,3,Armstrong PA,3199,0.523
42005,9812,12,Armstrong PA,2918,0.477
42005,9813,12,Armstrong PA,2587,1
42005,9814,12,Armstrong PA,2754,1
42005,9815,12,Armstrong PA,3191,1
42005,9816,12,Armstrong PA,4950,1
42005,9817,12,Armstrong PA,3921,1
42005,9818,12,Armstrong PA,2386,1
42005,9819,12,Armstrong PA,1962,1
42007,6001.01,4,Beaver PA,4307,1
42007,6001.02,4,Beaver PA,940,1
42007,6002,4,Beaver PA,6120,1
42007,6003,4,Beaver PA,732,1
42007,6004,4,Beaver PA,856,1
42007,6005,4,Beaver PA,2757,1
42007,6006.01,4,Beaver PA,2273,1
42007,6006.02,4,Beaver PA,2974,1
42007,6007,4,Beaver PA,7021,1
42007,6008,4,Beaver PA,1187,1
42007,6009,4,Beaver PA,1434,1
42007,6010,4,Beaver PA,3867,1
42007,6011,4,Beaver PA,3562,1
42007,6012,4,Beaver PA,3351,1
42007,6013,4,Beaver PA,3007,1
42007,6014,4,Beaver PA,3754,1
42007,6015,4,Beaver PA,3194,1
42007,6016,4,Beaver PA,1674,1
42007,6017,4,Beaver PA,3734,1
42007,6018,4,Beaver PA,7076,1
42007,6019,4,Beaver PA,3129,1
42007,6020,4,Beaver PA,623,1
42007,6021,4,Beaver PA,4014,1
42007,6022,4,Beaver PA,739,1
42007,6023,4,Beaver PA,2621,1
42007,6024,4,Beaver PA,2154,1
42007,6025,4,Beaver PA,1451,1
42007,6026.01,4,Beaver PA,4194,1
42007,6026.02,4,Beaver PA,3830,1
42007,6027.01,4,Beaver PA,1921,1
42007,6027.02,4,Beaver PA,3822,1
42007,6028,4,Beaver PA,3137,1
42007,6029,4,Beaver PA,3276,1
42007,6030,4,Beaver PA,3397,1
42007,6031,4,Beaver PA,580,1
42007,6032.01,4,Beaver PA,5079,1
42007,6032.02,4,Beaver PA,6413,1
42007,6033,4,Beaver PA,4141,1
42007,6034,4,Beaver PA,2145,1
42007,6035,4,Beaver PA,1763,1
42007,6036,4,Beaver PA,2290,1
42007,6037,4,Beaver PA,4377,1
42007,6038.01,4,Beaver PA,3052,1
42007,6038.02,4,Beaver PA,2859,1
42007,6038.03,4,Beaver PA,3452,1
42007,6039,4,Beaver PA,3373,1
42007,6040,4,Beaver PA,2832,1
42007,6041,4,Beaver PA,3156,1
42007,6042,4,Beaver PA,1781,1
42007,6043,4,Beaver PA,2631,1
42007,6044,4,Beaver PA,605,1
42007,6045,4,Beaver PA,3456,1
42007,6046,4,Beaver PA,3476,1
42007,6047,4,Beaver PA,1566,1
42007,6048,4,Beaver PA,4723,1
42007,6049.01,4,Beaver PA,3974,1
42007,6049.02,4,Beaver PA,5099,1
42007,6050.01,4,Beaver PA,2802,1
42007,6050.02,4,Beaver PA,1453,0.3971
42007,6050.02,18,Beaver PA,2206,0.6029
42009,9801,9,Bedford PA,3747,1
42009,9802,9,Bedford PA,3578,1
42009,9803,9,Bedford PA,5067,1
42009,9804,9,Bedford PA,5089,1
42009,9805,9,Bedford PA,3831,1
42009,9806,9,Bedford PA,5228,1
42009,9807,9,Bedford PA,3141,1
42009,9808,9,Bedford PA,5417,1
42009,9809,9,Bedford PA,4989,1
42009,9810,9,Bedford PA,5638,1
42009,9811,9,Bedford PA,4259,1
42011,1,6,Berks PA,621,0.1215
42011,1,16,Berks PA,4489,0.8785
42011,2,6,Berks PA,1798,0.4978
42011,2,16,Berks PA,1814,0.5022
42011,3,16,Berks PA,1915,1
42011,4,6,Berks PA,2681,0.786
42011,4,16,Berks PA,730,0.214
42011,5,6,Berks PA,3018,0.9676
42011,5,16,Berks PA,101,0.0324
42011,6,6,Berks PA,3370,1
42011,7,6,Berks PA,3602,1
42011,8,6,Berks PA,1291,0.3547
42011,8,16,Berks PA,2349,0.6453
42011,9,6,Berks PA,1668,0.7014
42011,9,16,Berks PA,710,0.2986
42011,10,16,Berks PA,2982,1
42011,11,16,Berks PA,3834,1
42011,12,16,Berks PA,1900,1
42011,13,6,Berks PA,326,0.1083
42011,13,16,Berks PA,2685,0.8917
42011,14,16,Berks PA,4060,1
42011,15,16,Berks PA,3080,1
42011,16,6,Berks PA,1423,0.6035
42011,16,16,Berks PA,935,0.3965
42011,17,16,Berks PA,2954,1
42011,18,6,Berks PA,2545,0.98
42011,18,16,Berks PA,52,0.02
42011,19,6,Berks PA,1586,0.6611
42011,19,16,Berks PA,813,0.3389
42011,20,6,Berks PA,3784,1
42011,21,16,Berks PA,2745,1
42011,22,16,Berks PA,2066,1
42011,23,6,Berks PA,585,0.2762
42011,23,16,Berks PA,1533,0.7238
42011,25,6,Berks PA,1050,0.2917
42011,25,16,Berks PA,2549,0.7083
42011,26,6,Berks PA,3183,1
42011,27,6,Berks PA,1928,1
42011,29,6,Berks PA,2453,1
42011,101,17,Berks PA,6000,1
42011,102,17,Berks PA,8990,1
42011,103.01,16,Berks PA,1245,0.1454
42011,103.01,17,Berks PA,7318,0.8546
42011,103.02,17,Berks PA,2858,1
42011,104,17,Berks PA,7792,1
42011,105,17,Berks PA,6271,1
42011,106,16,Berks PA,6300,1
42011,107,6,Berks PA,2117,0.3855
42011,107,16,Berks PA,3374,0.6145
42011,108,6,Berks PA,9119,1
42011,109.02,6,Berks PA,2639,1
42011,109.03,6,Berks PA,3735,0.7621
42011,109.03,16,Berks PA,1166,0.2379
42011,109.04,6,Berks PA,2045,0.5833
42011,109.04,16,Berks PA,1461,0.4167
42011,109.05,6,Berks PA,4281,1
42011,110,6,Berks PA,4165,1
42011,111,6,Berks PA,8587,1
42011,112,6,Berks PA,4049,1
42011,113,6,Berks PA,2679,1
42011,114,6,Berks PA,5059,1
42011,115,6,Berks PA,2963,1
42011,116.01,6,Berks PA,5069,1
42011,116.02,6,Berks PA,3907,1
42011,116.03,6,Berks PA,4839,1
42011,117.01,6,Berks PA,6869,1
42011,117.02,6,Berks PA,4459,1
42011,117.03,6,Berks PA,2347,1
42011,118,6,Berks PA,5064,1
42011,119.01,6,Berks PA,8867,1
42011,119.02,6,Berks PA,3453,1
42011,120.01,6,Berks PA,2624,1
42011,120.02,6,Berks PA,7251,1
42011,121.01,6,Berks PA,1812,1
42011,121.02,6,Berks PA,9093,1
42011,121.03,6,Berks PA,2193,1
42011,122,6,Berks PA,3113,1
42011,123,6,Berks PA,4381,1
42011,124,6,Berks PA,1200,0.2368
42011,124,17,Berks PA,3867,0.7632
42011,125,17,Berks PA,1865,1
42011,126,6,Berks PA,2084,0.9943
42011,126,17,Berks PA,12,0.0057
42011,127,16,Berks PA,2369,0.3255
42011,127,17,Berks PA,4908,0.6745
42011,128,17,Berks PA,3759,1
42011,129,17,Berks PA,7272,1
42011,130,6,Berks PA,4827,0.7569
42011,130,17,Berks PA,1550,0.2431
42011,131,6,Berks PA,5270,1
42011,132,6,Berks PA,3940,1
42011,133,6,Berks PA,6606,0.7753
42011,133,15,Berks PA,1915,0.2247
42011,134.01,17,Berks PA,7541,1
42011,134.02,6,Berks PA,1449,0.4635
42011,134.02,17,Berks PA,1677,0.5365
42011,135,17,Berks PA,7770,1
42011,136,17,Berks PA,4018,1
42011,137,17,Berks PA,8141,1
42011,138,17,Berks PA,4114,1
42011,139,15,Berks PA,1662,0.2183
42011,139,17,Berks PA,5951,0.7817
42011,140,6,Berks PA,5067,1
42011,141,6,Berks PA,5982,0.9223
42011,141,17,Berks PA,504,0.0777
42011,142,6,Berks PA,7556,1
42013,101.01,9,Blair PA,4162,1
42013,101.02,9,Blair PA,2862,1
42013,101.03,9,Blair PA,2632,1
42013,104.01,9,Blair PA,2016,1
